jurisdiction,state,year,drug_type,deaths,crude_rate
United States,United States,2010,Otheropioids,14583,4.7
United States,United States,2011,Fentanyl,2666,0.9
United States,United States,2011,Heroin,4397,1.4
United States,United States,2011,Meth,2266,0.7
United States,United States,2011,Otheropioids,15140,4.9
United States,United States,2012,Otheropioids,14240,4.5
United States,United States,2012,Meth,2635,0.8
United States,United States,2012,Heroin,5925,1.9
United States,United States,2012,Fentanyl,2628,0.8
United States,United States,2013,Otheropioids,14145,4.5
United States,United States,2013,Meth,3627,1.1
United States,United States,2013,Heroin,8257,2.6
United States,United States,2013,Fentanyl,3105,1
United States,United States,2014,Otheropioids,14838,4.7
United States,United States,2014,Meth,4298,1.3
United States,United States,2014,Heroin,10574,3.3
United States,United States,2014,Fentanyl,5544,1.7
United States,United States,2015,Otheropioids,15281,4.8
United States,United States,2015,Meth,5716,1.8
United States,United States,2015,Heroin,12989,4
United States,United States,2015,Fentanyl,9580,3
United States,United States,2016,Fentanyl,19413,6
United States,United States,2016,Heroin,15469,4.8
United States,United States,2016,Meth,7542,2.3
United States,United States,2016,Otheropioids,17087,5.3
United States,United States,2017,Heroin,15482,4.8
United States,United States,2017,Meth,10333,3.2
United States,United States,2017,Otheropioids,17029,5.2
United States,United States,2017,Fentanyl,28466,8.7
United States,United States,2018,Meth,12676,3.9
United States,United States,2018,Heroin,14996,4.6
United States,United States,2018,Fentanyl,31335,9.6
United States,United States,2018,Otheropioids,14975,4.6
United States,United States,2019,Otheropioids,14139,4.3
United States,United States,2019,Meth,16167,4.9
United States,United States,2019,Heroin,14019,4.3
United States,United States,2019,Fentanyl,36359,11.1
United States,United States,2020,Fentanyl,56516,17.2
United States,United States,2020,Heroin,13165,4
United States,United States,2020,Meth,23837,7.2
United States,United States,2020,Otheropioids,16416,5
United States,United States,2021,Fentanyl,70601,21.3
United States,United States,2021,Heroin,9173,2.8
United States,United States,2021,Meth,32537,9.8
United States,United States,2021,Otheropioids,16706,5
United States,United States,2022,Heroin,5890,1.8
United States,United States,2022,Meth,34265,10.3
United States,United States,2022,Otheropioids,14782,4.5
United States,United States,2022,Fentanyl,74225,22.4
Oklahoma,Oklahoma,1999,Fentanyl,24,0.7
Oklahoma,Oklahoma,1999,Meth,14,0.4
Oklahoma,Oklahoma,1999,Otheropioids,66,1.9
Oklahoma,Oklahoma,2000,Otheropioids,101,2.9
Oklahoma,Oklahoma,2000,Meth,24,0.7
Oklahoma,Oklahoma,2000,Fentanyl,26,0.8
Oklahoma,Oklahoma,2000,Heroin,12,0.3
Oklahoma,Oklahoma,2001,Otheropioids,132,3.8
Oklahoma,Oklahoma,2001,Meth,23,0.7
Oklahoma,Oklahoma,2001,Fentanyl,20,0.6
Oklahoma,Oklahoma,2002,Otheropioids,118,3.4
Oklahoma,Oklahoma,2002,Meth,20,0.6
Oklahoma,Oklahoma,2002,Fentanyl,23,0.7
Oklahoma,Oklahoma,2003,Otheropioids,220,6.3
Oklahoma,Oklahoma,2003,Meth,44,1.3
Oklahoma,Oklahoma,2003,Fentanyl,44,1.3
Oklahoma,Oklahoma,2004,Otheropioids,262,7.4
Oklahoma,Oklahoma,2004,Fentanyl,46,1.3
Oklahoma,Oklahoma,2004,Meth,49,1.4
Oklahoma,Oklahoma,2005,Fentanyl,54,1.5
Oklahoma,Oklahoma,2005,Meth,62,1.7
Oklahoma,Oklahoma,2005,Otheropioids,266,7.5
Oklahoma,Oklahoma,2006,Meth,40,1.1
Oklahoma,Oklahoma,2006,Otheropioids,337,9.4
Oklahoma,Oklahoma,2006,Fentanyl,45,1.3
Oklahoma,Oklahoma,2007,Meth,43,1.2
Oklahoma,Oklahoma,2007,Fentanyl,67,1.8
Oklahoma,Oklahoma,2007,Otheropioids,436,12
Oklahoma,Oklahoma,2008,Meth,26,0.7
Oklahoma,Oklahoma,2008,Fentanyl,70,1.9
Oklahoma,Oklahoma,2008,Otheropioids,347,9.5
Oklahoma,Oklahoma,2009,Heroin,17,0.5
Oklahoma,Oklahoma,2009,Fentanyl,160,4.3
Oklahoma,Oklahoma,2009,Meth,67,1.8
Oklahoma,Oklahoma,2009,Otheropioids,432,11.6
Oklahoma,Oklahoma,2010,Meth,90,2.4
Oklahoma,Oklahoma,2010,Otheropioids,427,11.4
Oklahoma,Oklahoma,2010,Fentanyl,107,2.9
Oklahoma,Oklahoma,2011,Heroin,14,0.4
Oklahoma,Oklahoma,2011,Fentanyl,83,2.2
Oklahoma,Oklahoma,2011,Meth,85,2.2
Oklahoma,Oklahoma,2011,Otheropioids,406,10.7
Oklahoma,Oklahoma,2012,Otheropioids,444,11.6
Oklahoma,Oklahoma,2012,Meth,112,2.9
Oklahoma,Oklahoma,2012,Heroin,26,0.7
Oklahoma,Oklahoma,2012,Fentanyl,107,2.8
Oklahoma,Oklahoma,2013,Otheropioids,432,11.2
Oklahoma,Oklahoma,2013,Meth,145,3.8
Oklahoma,Oklahoma,2013,Heroin,22,0.6
Oklahoma,Oklahoma,2013,Fentanyl,88,2.3
Oklahoma,Oklahoma,2014,Otheropioids,424,10.9
Oklahoma,Oklahoma,2014,Heroin,26,0.7
Oklahoma,Oklahoma,2014,Meth,140,3.6
Oklahoma,Oklahoma,2014,Fentanyl,73,1.9
Oklahoma,Oklahoma,2015,Fentanyl,93,2.4
Oklahoma,Oklahoma,2015,Otheropioids,328,8.4
Oklahoma,Oklahoma,2015,Heroin,36,0.9
Oklahoma,Oklahoma,2015,Meth,199,5.1
Oklahoma,Oklahoma,2016,Otheropioids,322,8.2
Oklahoma,Oklahoma,2016,Meth,263,6.7
Oklahoma,Oklahoma,2016,Fentanyl,98,2.5
Oklahoma,Oklahoma,2016,Heroin,53,1.4
Oklahoma,Oklahoma,2017,Meth,275,7
Oklahoma,Oklahoma,2017,Otheropioids,251,6.4
Oklahoma,Oklahoma,2017,Fentanyl,102,2.6
Oklahoma,Oklahoma,2017,Heroin,61,1.6
Oklahoma,Oklahoma,2018,Heroin,84,2.1
Oklahoma,Oklahoma,2018,Fentanyl,79,2
Oklahoma,Oklahoma,2018,Otheropioids,172,4.4
Oklahoma,Oklahoma,2018,Meth,327,8.3
Oklahoma,Oklahoma,2019,Meth,327,8.3
Oklahoma,Oklahoma,2019,Heroin,75,1.9
Oklahoma,Oklahoma,2019,Otheropioids,133,3.4
Oklahoma,Oklahoma,2019,Fentanyl,81,2
Oklahoma,Oklahoma,2020,Meth,408,10.2
Oklahoma,Oklahoma,2020,Otheropioids,117,2.9
Oklahoma,Oklahoma,2020,Heroin,86,2.2
Oklahoma,Oklahoma,2020,Fentanyl,150,3.8
Oklahoma,Oklahoma,2021,Fentanyl,337,8.5
Oklahoma,Oklahoma,2021,Heroin,45,1.1
Oklahoma,Oklahoma,2021,Otheropioids,143,3.6
Oklahoma,Oklahoma,2021,Meth,512,12.8
Oklahoma,Oklahoma,2022,Fentanyl,648,16.3
Oklahoma,Oklahoma,2022,Meth,614,15.4
Oklahoma,Oklahoma,2022,Otheropioids,137,3.4
Oklahoma,Oklahoma,2022,Heroin,38,1
South Carolina,South Carolina,1999,Otheropioids,35,0.9
South Carolina,South Carolina,2000,Otheropioids,54,1.3
South Carolina,South Carolina,2000,Heroin,11,0.3
South Carolina,South Carolina,2000,Fentanyl,19,0.5
South Carolina,South Carolina,2001,Otheropioids,68,1.7
South Carolina,South Carolina,2002,Otheropioids,48,1.2
South Carolina,South Carolina,2002,Fentanyl,22,0.5
South Carolina,South Carolina,2003,Otheropioids,71,1.7
South Carolina,South Carolina,2003,Fentanyl,19,0.5
South Carolina,South Carolina,2004,Fentanyl,32,0.8
South Carolina,South Carolina,2004,Otheropioids,90,2.1
South Carolina,South Carolina,2005,Fentanyl,30,0.7
South Carolina,South Carolina,2005,Otheropioids,118,2.8
South Carolina,South Carolina,2006,Otheropioids,173,4
South Carolina,South Carolina,2006,Fentanyl,41,0.9
South Carolina,South Carolina,2007,Fentanyl,35,0.8
South Carolina,South Carolina,2007,Otheropioids,159,3.6
South Carolina,South Carolina,2008,Meth,10,0.2
South Carolina,South Carolina,2008,Fentanyl,41,0.9
South Carolina,South Carolina,2008,Heroin,11,0.2
South Carolina,South Carolina,2008,Otheropioids,170,3.8
South Carolina,South Carolina,2009,Fentanyl,56,1.2
South Carolina,South Carolina,2009,Meth,16,0.3
South Carolina,South Carolina,2009,Heroin,19,0.4
South Carolina,South Carolina,2009,Otheropioids,174,3.8
South Carolina,South Carolina,2010,Otheropioids,212,4.6
South Carolina,South Carolina,2010,Heroin,15,0.3
South Carolina,South Carolina,2010,Fentanyl,58,1.3
South Carolina,South Carolina,2011,Fentanyl,47,1
South Carolina,South Carolina,2011,Heroin,12,0.3
South Carolina,South Carolina,2011,Meth,14,0.3
South Carolina,South Carolina,2011,Otheropioids,194,4.1
South Carolina,South Carolina,2012,Otheropioids,177,3.7
South Carolina,South Carolina,2012,Fentanyl,46,1
South Carolina,South Carolina,2012,Meth,19,0.4
South Carolina,South Carolina,2012,Heroin,19,0.4
South Carolina,South Carolina,2013,Otheropioids,186,3.9
South Carolina,South Carolina,2013,Meth,27,0.6
South Carolina,South Carolina,2013,Heroin,32,0.7
South Carolina,South Carolina,2013,Fentanyl,50,1
South Carolina,South Carolina,2014,Otheropioids,378,7.8
South Carolina,South Carolina,2014,Heroin,64,1.3
South Carolina,South Carolina,2014,Meth,68,1.4
South Carolina,South Carolina,2014,Fentanyl,110,2.3
South Carolina,South Carolina,2015,Fentanyl,161,3.3
South Carolina,South Carolina,2015,Otheropioids,361,7.4
South Carolina,South Carolina,2015,Heroin,100,2
South Carolina,South Carolina,2015,Meth,87,1.8
South Carolina,South Carolina,2016,Otheropioids,381,7.7
South Carolina,South Carolina,2016,Meth,125,2.5
South Carolina,South Carolina,2016,Heroin,115,2.3
South Carolina,South Carolina,2016,Fentanyl,237,4.8
South Carolina,South Carolina,2017,Meth,189,3.8
South Carolina,South Carolina,2017,Otheropioids,345,6.9
South Carolina,South Carolina,2017,Fentanyl,404,8
South Carolina,South Carolina,2017,Heroin,153,3
South Carolina,South Carolina,2018,Heroin,183,3.6
South Carolina,South Carolina,2018,Fentanyl,510,10
South Carolina,South Carolina,2018,Otheropioids,375,7.4
South Carolina,South Carolina,2018,Meth,249,4.9
South Carolina,South Carolina,2019,Meth,332,6.4
South Carolina,South Carolina,2019,Heroin,197,3.8
South Carolina,South Carolina,2019,Otheropioids,351,6.8
South Carolina,South Carolina,2019,Fentanyl,568,11
South Carolina,South Carolina,2020,Meth,529,10.1
South Carolina,South Carolina,2020,Otheropioids,435,8.3
South Carolina,South Carolina,2020,Heroin,252,4.8
South Carolina,South Carolina,2020,Fentanyl,1149,22
South Carolina,South Carolina,2021,Fentanyl,1507,29
South Carolina,South Carolina,2021,Otheropioids,432,8.3
South Carolina,South Carolina,2021,Heroin,137,2.6
South Carolina,South Carolina,2021,Meth,753,14.5
South Carolina,South Carolina,2022,Fentanyl,1645,31.7
South Carolina,South Carolina,2022,Meth,797,15.4
South Carolina,South Carolina,2022,Heroin,53,1
South Carolina,South Carolina,2022,Otheropioids,401,7.7
Alabama,Alabama,1999,Fentanyl,10,0.2
Alabama,Alabama,1999,Otheropioids,26,0.6
Alabama,Alabama,2000,Fentanyl,11,0.2
Alabama,Alabama,2000,Otheropioids,36,0.8
Alabama,Alabama,2001,Otheropioids,47,1.1
Alabama,Alabama,2002,Otheropioids,58,1.3
Alabama,Alabama,2003,Otheropioids,41,0.9
Alabama,Alabama,2004,Otheropioids,70,1.5
Alabama,Alabama,2004,Meth,10,0.2
Alabama,Alabama,2004,Fentanyl,12,0.3
Alabama,Alabama,2005,Fentanyl,11,0.2
Alabama,Alabama,2005,Otheropioids,66,1.4
Alabama,Alabama,2005,Meth,10,0.2
Alabama,Alabama,2006,Fentanyl,22,0.5
Alabama,Alabama,2006,Otheropioids,105,2.3
Alabama,Alabama,2007,Fentanyl,21,0.4
Alabama,Alabama,2007,Otheropioids,140,3
Alabama,Alabama,2008,Fentanyl,19,0.4
Alabama,Alabama,2008,Otheropioids,161,3.4
Alabama,Alabama,2008,Meth,13,0.3
Alabama,Alabama,2009,Fentanyl,31,0.7
Alabama,Alabama,2009,Heroin,12,0.3
Alabama,Alabama,2009,Otheropioids,169,3.6
Alabama,Alabama,2010,Meth,24,0.5
Alabama,Alabama,2010,Otheropioids,145,3
Alabama,Alabama,2010,Fentanyl,34,0.7
Alabama,Alabama,2011,Otheropioids,140,2.9
Alabama,Alabama,2011,Fentanyl,19,0.4
Alabama,Alabama,2011,Heroin,14,0.3
Alabama,Alabama,2011,Meth,11,0.2
Alabama,Alabama,2012,Meth,15,0.3
Alabama,Alabama,2012,Otheropioids,110,2.3
Alabama,Alabama,2012,Heroin,35,0.7
Alabama,Alabama,2012,Fentanyl,16,0.3
Alabama,Alabama,2013,Meth,22,0.5
Alabama,Alabama,2013,Heroin,40,0.8
Alabama,Alabama,2013,Fentanyl,30,0.6
Alabama,Alabama,2013,Otheropioids,98,2
Alabama,Alabama,2014,Otheropioids,130,2.7
Alabama,Alabama,2014,Meth,28,0.6
Alabama,Alabama,2014,Fentanyl,47,1
Alabama,Alabama,2014,Heroin,122,2.5
Alabama,Alabama,2015,Otheropioids,119,2.4
Alabama,Alabama,2015,Fentanyl,70,1.4
Alabama,Alabama,2015,Heroin,111,2.3
Alabama,Alabama,2015,Meth,40,0.8
Alabama,Alabama,2016,Meth,55,1.1
Alabama,Alabama,2016,Heroin,126,2.6
Alabama,Alabama,2016,Fentanyl,157,3.2
Alabama,Alabama,2016,Otheropioids,124,2.5
Alabama,Alabama,2017,Meth,116,2.4
Alabama,Alabama,2017,Otheropioids,167,3.4
Alabama,Alabama,2017,Fentanyl,198,4.1
Alabama,Alabama,2017,Heroin,125,2.6
Alabama,Alabama,2018,Heroin,137,2.8
Alabama,Alabama,2018,Fentanyl,147,3
Alabama,Alabama,2018,Otheropioids,152,3.1
Alabama,Alabama,2018,Meth,155,3.2
Alabama,Alabama,2019,Heroin,141,2.9
Alabama,Alabama,2019,Otheropioids,161,3.3
Alabama,Alabama,2019,Meth,230,4.7
Alabama,Alabama,2019,Fentanyl,213,4.3
Alabama,Alabama,2020,Meth,297,6
Alabama,Alabama,2020,Otheropioids,146,3
Alabama,Alabama,2020,Fentanyl,442,9
Alabama,Alabama,2020,Heroin,138,2.8
Alabama,Alabama,2021,Heroin,138,2.7
Alabama,Alabama,2021,Otheropioids,172,3.4
Alabama,Alabama,2021,Meth,493,9.8
Alabama,Alabama,2021,Fentanyl,847,16.8
Alabama,Alabama,2022,Fentanyl,989,19.6
Alabama,Alabama,2022,Heroin,47,0.9
Alabama,Alabama,2022,Meth,591,11.7
Alabama,Alabama,2022,Otheropioids,176,3.5
Georgia,Georgia,1999,Fentanyl,11,0.1
Georgia,Georgia,1999,Otheropioids,39,0.5
Georgia,Georgia,2000,Fentanyl,12,0.1
Georgia,Georgia,2000,Otheropioids,76,0.9
Georgia,Georgia,2001,Fentanyl,27,0.3
Georgia,Georgia,2001,Otheropioids,129,1.5
Georgia,Georgia,2001,Meth,11,0.1
Georgia,Georgia,2002,Otheropioids,140,1.6
Georgia,Georgia,2002,Meth,21,0.2
Georgia,Georgia,2002,Fentanyl,36,0.4
Georgia,Georgia,2003,Otheropioids,155,1.8
Georgia,Georgia,2003,Fentanyl,36,0.4
Georgia,Georgia,2003,Meth,16,0.2
Georgia,Georgia,2004,Otheropioids,190,2.2
Georgia,Georgia,2004,Fentanyl,35,0.4
Georgia,Georgia,2004,Meth,42,0.5
Georgia,Georgia,2005,Fentanyl,47,0.5
Georgia,Georgia,2005,Meth,46,0.5
Georgia,Georgia,2005,Otheropioids,231,2.6
Georgia,Georgia,2006,Fentanyl,57,0.6
Georgia,Georgia,2006,Meth,43,0.5
Georgia,Georgia,2006,Otheropioids,258,2.8
Georgia,Georgia,2007,Meth,28,0.3
Georgia,Georgia,2007,Fentanyl,65,0.7
Georgia,Georgia,2007,Otheropioids,293,3.1
Georgia,Georgia,2007,Heroin,11,0.1
Georgia,Georgia,2008,Otheropioids,319,3.4
Georgia,Georgia,2008,Meth,28,0.3
Georgia,Georgia,2008,Fentanyl,57,0.6
Georgia,Georgia,2008,Heroin,23,0.2
Georgia,Georgia,2009,Heroin,21,0.2
Georgia,Georgia,2009,Meth,45,0.5
Georgia,Georgia,2009,Fentanyl,83,0.9
Georgia,Georgia,2009,Otheropioids,395,4.1
Georgia,Georgia,2010,Meth,67,0.7
Georgia,Georgia,2010,Otheropioids,429,4.4
Georgia,Georgia,2010,Heroin,10,0.1
Georgia,Georgia,2010,Fentanyl,103,1.1
Georgia,Georgia,2011,Otheropioids,436,4.4
Georgia,Georgia,2011,Fentanyl,86,0.9
Georgia,Georgia,2011,Heroin,30,0.3
Georgia,Georgia,2011,Meth,58,0.6
Georgia,Georgia,2012,Meth,76,0.8
Georgia,Georgia,2012,Heroin,40,0.4
Georgia,Georgia,2012,Otheropioids,420,4.2
Georgia,Georgia,2012,Fentanyl,61,0.6
Georgia,Georgia,2013,Otheropioids,394,3.9
Georgia,Georgia,2013,Meth,114,1.1
Georgia,Georgia,2013,Heroin,67,0.7
Georgia,Georgia,2013,Fentanyl,80,0.8
Georgia,Georgia,2014,Meth,134,1.3
Georgia,Georgia,2014,Otheropioids,482,4.8
Georgia,Georgia,2014,Fentanyl,174,1.7
Georgia,Georgia,2014,Heroin,153,1.5
Georgia,Georgia,2015,Otheropioids,519,5.1
Georgia,Georgia,2015,Fentanyl,284,2.8
Georgia,Georgia,2015,Heroin,222,2.2
Georgia,Georgia,2015,Meth,220,2.2
Georgia,Georgia,2016,Meth,243,2.4
Georgia,Georgia,2016,Heroin,226,2.2
Georgia,Georgia,2016,Fentanyl,277,2.7
Georgia,Georgia,2016,Otheropioids,536,5.2
Georgia,Georgia,2017,Meth,364,3.5
Georgia,Georgia,2017,Otheropioids,568,5.4
Georgia,Georgia,2017,Fentanyl,419,4
Georgia,Georgia,2017,Heroin,263,2.5
Georgia,Georgia,2018,Heroin,299,2.8
Georgia,Georgia,2018,Fentanyl,349,3.3
Georgia,Georgia,2018,Otheropioids,440,4.2
Georgia,Georgia,2018,Meth,392,3.7
Georgia,Georgia,2019,Heroin,298,2.8
Georgia,Georgia,2019,Otheropioids,396,3.7
Georgia,Georgia,2019,Meth,439,4.1
Georgia,Georgia,2019,Fentanyl,419,3.9
Georgia,Georgia,2020,Meth,591,5.5
Georgia,Georgia,2020,Otheropioids,493,4.6
Georgia,Georgia,2020,Heroin,395,3.7
Georgia,Georgia,2020,Fentanyl,896,8.4
Georgia,Georgia,2021,Heroin,319,3
Georgia,Georgia,2021,Otheropioids,545,5
Georgia,Georgia,2021,Meth,969,9
Georgia,Georgia,2021,Fentanyl,1448,13.4
Georgia,Georgia,2022,Fentanyl,1726,16
Georgia,Georgia,2022,Heroin,155,1.4
Georgia,Georgia,2022,Meth,967,9
Georgia,Georgia,2022,Otheropioids,505,4.7
Kentucky,Kentucky,1999,Fentanyl,10,0.2
Kentucky,Kentucky,1999,Otheropioids,40,1
Kentucky,Kentucky,2000,Otheropioids,72,1.8
Kentucky,Kentucky,2001,Fentanyl,19,0.5
Kentucky,Kentucky,2001,Otheropioids,117,2.9
Kentucky,Kentucky,2002,Otheropioids,140,3.4
Kentucky,Kentucky,2002,Fentanyl,30,0.7
Kentucky,Kentucky,2002,Meth,11,0.3
Kentucky,Kentucky,2003,Otheropioids,196,4.8
Kentucky,Kentucky,2003,Meth,13,0.3
Kentucky,Kentucky,2003,Fentanyl,27,0.7
Kentucky,Kentucky,2004,Otheropioids,188,4.5
Kentucky,Kentucky,2004,Fentanyl,32,0.8
Kentucky,Kentucky,2004,Meth,17,0.4
Kentucky,Kentucky,2005,Fentanyl,31,0.7
Kentucky,Kentucky,2005,Meth,15,0.4
Kentucky,Kentucky,2005,Otheropioids,251,6
Kentucky,Kentucky,2006,Meth,10,0.2
Kentucky,Kentucky,2006,Fentanyl,50,1.2
Kentucky,Kentucky,2006,Otheropioids,280,6.6
Kentucky,Kentucky,2007,Fentanyl,37,0.9
Kentucky,Kentucky,2007,Otheropioids,299,7
Kentucky,Kentucky,2008,Otheropioids,321,7.5
Kentucky,Kentucky,2008,Fentanyl,44,1
Kentucky,Kentucky,2008,Heroin,12,0.3
Kentucky,Kentucky,2009,Heroin,23,0.5
Kentucky,Kentucky,2009,Meth,16,0.4
Kentucky,Kentucky,2009,Fentanyl,65,1.5
Kentucky,Kentucky,2009,Otheropioids,349,8.1
Kentucky,Kentucky,2010,Meth,15,0.3
Kentucky,Kentucky,2010,Otheropioids,501,11.5
Kentucky,Kentucky,2010,Heroin,37,0.9
Kentucky,Kentucky,2010,Fentanyl,53,1.2
Kentucky,Kentucky,2011,Otheropioids,523,12
Kentucky,Kentucky,2011,Fentanyl,76,1.7
Kentucky,Kentucky,2011,Heroin,55,1.3
Kentucky,Kentucky,2011,Meth,29,0.7
Kentucky,Kentucky,2012,Meth,26,0.6
Kentucky,Kentucky,2012,Otheropioids,450,10.3
Kentucky,Kentucky,2012,Heroin,143,3.3
Kentucky,Kentucky,2012,Fentanyl,70,1.6
Kentucky,Kentucky,2013,Meth,42,1
Kentucky,Kentucky,2013,Heroin,215,4.9
Kentucky,Kentucky,2013,Otheropioids,398,9.1
Kentucky,Kentucky,2013,Fentanyl,76,1.7
Kentucky,Kentucky,2014,Heroin,228,5.2
Kentucky,Kentucky,2014,Meth,61,1.4
Kentucky,Kentucky,2014,Otheropioids,380,8.6
Kentucky,Kentucky,2014,Fentanyl,179,4.1
Kentucky,Kentucky,2015,Otheropioids,424,9.6
Kentucky,Kentucky,2015,Fentanyl,323,7.3
Kentucky,Kentucky,2015,Heroin,310,7
Kentucky,Kentucky,2015,Meth,92,2.1
Kentucky,Kentucky,2016,Meth,192,4.3
Kentucky,Kentucky,2016,Fentanyl,465,10.5
Kentucky,Kentucky,2016,Heroin,311,7
Kentucky,Kentucky,2016,Otheropioids,429,9.7
Kentucky,Kentucky,2017,Meth,330,7.4
Kentucky,Kentucky,2017,Otheropioids,433,9.7
Kentucky,Kentucky,2017,Fentanyl,780,17.5
Kentucky,Kentucky,2017,Heroin,269,6
Kentucky,Kentucky,2018,Heroin,140,3.1
Kentucky,Kentucky,2018,Fentanyl,744,16.7
Kentucky,Kentucky,2018,Otheropioids,315,7
Kentucky,Kentucky,2018,Meth,362,8.1
Kentucky,Kentucky,2019,Heroin,152,3.4
Kentucky,Kentucky,2019,Otheropioids,345,7.7
Kentucky,Kentucky,2019,Meth,459,10.3
Kentucky,Kentucky,2019,Fentanyl,825,18.5
Kentucky,Kentucky,2020,Meth,746,16.7
Kentucky,Kentucky,2020,Otheropioids,466,10.4
Kentucky,Kentucky,2020,Heroin,117,2.6
Kentucky,Kentucky,2020,Fentanyl,1498,33.5
Kentucky,Kentucky,2021,Otheropioids,439,9.7
Kentucky,Kentucky,2021,Heroin,60,1.3
Kentucky,Kentucky,2021,Meth,1040,23.1
Kentucky,Kentucky,2021,Fentanyl,1714,38
Kentucky,Kentucky,2022,Fentanyl,1614,35.8
Kentucky,Kentucky,2022,Meth,1015,22.5
Kentucky,Kentucky,2022,Heroin,34,0.8
Kentucky,Kentucky,2022,Otheropioids,355,7.9
New Jersey,New Jersey,1999,Fentanyl,23,0.3
New Jersey,New Jersey,1999,Heroin,207,2.5
New Jersey,New Jersey,1999,Otheropioids,114,1.4
New Jersey,New Jersey,2000,Fentanyl,19,0.2
New Jersey,New Jersey,2000,Heroin,206,2.4
New Jersey,New Jersey,2000,Otheropioids,92,1.1
New Jersey,New Jersey,2001,Heroin,196,2.3
New Jersey,New Jersey,2001,Fentanyl,33,0.4
New Jersey,New Jersey,2001,Otheropioids,117,1.4
New Jersey,New Jersey,2002,Otheropioids,134,1.6
New Jersey,New Jersey,2002,Heroin,239,2.8
New Jersey,New Jersey,2002,Fentanyl,29,0.3
New Jersey,New Jersey,2003,Otheropioids,163,1.9
New Jersey,New Jersey,2003,Fentanyl,29,0.3
New Jersey,New Jersey,2003,Heroin,214,2.5
New Jersey,New Jersey,2004,Otheropioids,131,1.5
New Jersey,New Jersey,2004,Fentanyl,23,0.3
New Jersey,New Jersey,2004,Heroin,118,1.4
New Jersey,New Jersey,2005,Fentanyl,25,0.3
New Jersey,New Jersey,2005,Meth,11,0.1
New Jersey,New Jersey,2005,Heroin,168,1.9
New Jersey,New Jersey,2005,Otheropioids,187,2.2
New Jersey,New Jersey,2006,Heroin,106,1.2
New Jersey,New Jersey,2006,Otheropioids,190,2.2
New Jersey,New Jersey,2006,Fentanyl,38,0.4
New Jersey,New Jersey,2007,Heroin,103,1.2
New Jersey,New Jersey,2007,Fentanyl,33,0.4
New Jersey,New Jersey,2007,Otheropioids,191,2.2
New Jersey,New Jersey,2008,Fentanyl,19,0.2
New Jersey,New Jersey,2008,Heroin,116,1.3
New Jersey,New Jersey,2008,Otheropioids,170,2
New Jersey,New Jersey,2009,Heroin,19,0.2
New Jersey,New Jersey,2009,Otheropioids,20,0.2
New Jersey,New Jersey,2010,Heroin,97,1.1
New Jersey,New Jersey,2010,Otheropioids,210,2.4
New Jersey,New Jersey,2010,Fentanyl,35,0.4
New Jersey,New Jersey,2011,Heroin,131,1.5
New Jersey,New Jersey,2011,Fentanyl,31,0.4
New Jersey,New Jersey,2011,Meth,10,0.1
New Jersey,New Jersey,2011,Otheropioids,270,3.1
New Jersey,New Jersey,2012,Meth,16,0.2
New Jersey,New Jersey,2012,Otheropioids,273,3.1
New Jersey,New Jersey,2012,Heroin,304,3.4
New Jersey,New Jersey,2012,Fentanyl,38,0.4
New Jersey,New Jersey,2013,Otheropioids,279,3.1
New Jersey,New Jersey,2013,Meth,19,0.2
New Jersey,New Jersey,2013,Heroin,383,4.3
New Jersey,New Jersey,2013,Fentanyl,57,0.6
New Jersey,New Jersey,2014,Otheropioids,288,3.2
New Jersey,New Jersey,2014,Heroin,424,4.7
New Jersey,New Jersey,2014,Meth,16,0.2
New Jersey,New Jersey,2014,Fentanyl,111,1.2
New Jersey,New Jersey,2015,Otheropioids,283,3.2
New Jersey,New Jersey,2015,Fentanyl,243,2.7
New Jersey,New Jersey,2015,Heroin,508,5.7
New Jersey,New Jersey,2015,Meth,24,0.3
New Jersey,New Jersey,2016,Otheropioids,416,4.7
New Jersey,New Jersey,2016,Meth,51,0.6
New Jersey,New Jersey,2016,Fentanyl,689,7.7
New Jersey,New Jersey,2016,Heroin,850,9.5
New Jersey,New Jersey,2017,Meth,75,0.8
New Jersey,New Jersey,2017,Otheropioids,490,5.4
New Jersey,New Jersey,2017,Fentanyl,1376,15.3
New Jersey,New Jersey,2017,Heroin,1085,12
New Jersey,New Jersey,2018,Fentanyl,2219,24.9
New Jersey,New Jersey,2018,Otheropioids,517,5.8
New Jersey,New Jersey,2018,Meth,142,1.6
New Jersey,New Jersey,2018,Heroin,1287,14.4
New Jersey,New Jersey,2019,Meth,203,2.3
New Jersey,New Jersey,2019,Heroin,1007,11.3
New Jersey,New Jersey,2019,Otheropioids,456,5.1
New Jersey,New Jersey,2019,Fentanyl,2221,25
New Jersey,New Jersey,2020,Meth,263,3
New Jersey,New Jersey,2020,Otheropioids,457,5.1
New Jersey,New Jersey,2020,Fentanyl,2331,26.2
New Jersey,New Jersey,2020,Heroin,687,7.7
New Jersey,New Jersey,2021,Fentanyl,2498,27
New Jersey,New Jersey,2021,Heroin,423,4.6
New Jersey,New Jersey,2021,Otheropioids,464,5
New Jersey,New Jersey,2021,Meth,307,3.3
New Jersey,New Jersey,2022,Fentanyl,2489,26.9
New Jersey,New Jersey,2022,Meth,353,3.8
New Jersey,New Jersey,2022,Otheropioids,359,3.9
New Jersey,New Jersey,2022,Heroin,298,3.2
Maryland,Maryland,1999,Otheropioids,11,0.2
